Year,Week,Resort,VisitorDays,Bureau of Meteorology station number,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),Highest Lifted Point,Lowest Lifted Point,Skiable Area,Snow Making Area,Lifts
2017,5,Mt. Buller,50070,83024,-0.47,-3.11,4.2,1805m,1375m,300ha,70ha+,22
2017,6,Mt. Buller,57787,83024,-0.81,-3.9,4.26,1805m,1375m,300ha,70ha+,22
2017,7,Mt. Buller,40050,83024,0.76,-3.14,3.83,1805m,1375m,300ha,70ha+,22
2017,8,Mt. Buller,37535,83024,2.53,-2.04,2.4,1805m,1375m,300ha,70ha+,22
2017,9,Mt. Buller,39778,83024,0.54,-2.49,3.89,1805m,1375m,300ha,70ha+,22
2017,10,Mt. Buller,48862,83024,2.14,-0.6,3.34,1805m,1375m,300ha,70ha+,22
2017,11,Mt. Buller,45833,83024,-0.97,-4.63,2.09,1805m,1375m,300ha,70ha+,22
2017,12,Mt. Buller,44047,83024,0.64,-5.6,1.34,1805m,1375m,300ha,70ha+,22
2017,13,Mt. Buller,32214,83024,1.36,-3.01,2.94,1805m,1375m,300ha,70ha+,22
2017,14,Mt. Buller,32542,83024,2.13,-2.63,3.89,1805m,1375m,300ha,70ha+,22
2017,15,Mt. Buller,24402,83024,4.83,-2.81,0.89,1805m,1375m,300ha,70ha+,22
2018,1,Mt. Buller,13279,83024,2.06,-1.17,0.89,1805m,1375m,300ha,70ha+,22
2018,2,Mt. Buller,11039,83024,-0.13,-3.44,3.83,1805m,1375m,300ha,70ha+,22
2018,3,Mt. Buller,19293,83024,2.29,-2.49,0.31,1805m,1375m,300ha,70ha+,22
2018,4,Mt. Buller,27761,83024,2.04,-1.9,2.09,1805m,1375m,300ha,70ha+,22
2018,5,Mt. Buller,54337,83024,0.84,-3.83,1.66,1805m,1375m,300ha,70ha+,22
2018,6,Mt. Buller,66326,83024,0.26,-4.1,2.97,1805m,1375m,300ha,70ha+,22
2018,7,Mt. Buller,46230,83024,-0.01,-3.5,3.06,1805m,1375m,300ha,70ha+,22
2018,8,Mt. Buller,39057,83024,1.21,-2.66,3.31,1805m,1375m,300ha,70ha+,22
2018,9,Mt. Buller,45601,83024,0.7,-3.44,5.14,1805m,1375m,300ha,70ha+,22
2018,10,Mt. Buller,43886,83024,-0.16,-3.14,2.43,1805m,1375m,300ha,70ha+,22
2018,11,Mt. Buller,46782,83024,-1.19,-4.63,4.54,1805m,1375m,300ha,70ha+,22
2018,12,Mt. Buller,46140,83024,1.77,-4.84,0.49,1805m,1375m,300ha,70ha+,22
2018,13,Mt. Buller,34877,83024,2.47,-2.7,3.83,1805m,1375m,300ha,70ha+,22
2018,14,Mt. Buller,31144,83024,6.21,-0.26,1.06,1805m,1375m,300ha,70ha+,22
2018,15,Mt. Buller,20104,83024,1.81,-3.44,2.6,1805m,1375m,300ha,70ha+,22
2019,1,Mt. Buller,22375,83024,4.03,0.57,1.46,1805m,1375m,300ha,70ha+,22
2019,2,Mt. Buller,10904,83024,0.44,-3.69,3.06,1805m,1375m,300ha,70ha+,22
2019,3,Mt. Buller,13018,83024,4.74,-0.73,1.97,1805m,1375m,300ha,70ha+,22
2019,4,Mt. Buller,29400,83024,2.74,-1.66,1.11,1805m,1375m,300ha,70ha+,22
2019,5,Mt. Buller,46986,83024,0.71,-1.83,3.6,1805m,1375m,300ha,70ha+,22
2019,6,Mt. Buller,49957,83024,0.84,-3.47,2.8,1805m,1375m,300ha,70ha+,22
2019,7,Mt. Buller,42583,83024,2.09,-2.29,2.4,1805m,1375m,300ha,70ha+,22
2019,8,Mt. Buller,41415,83024,4.27,-1.23,1.34,1805m,1375m,300ha,70ha+,22
2019,9,Mt. Buller,40425,83024,0.14,-3.59,2.6,1805m,1375m,300ha,70ha+,22
2019,10,Mt. Buller,41156,83024,0.87,-4.1,3.29,1805m,1375m,300ha,70ha+,22
2019,11,Mt. Buller,48415,83024,3,-3.71,1.17,1805m,1375m,300ha,70ha+,22
2019,12,Mt. Buller,44315,83024,2.86,-4.06,2.4,1805m,1375m,300ha,70ha+,22
2019,13,Mt. Buller,34454,83024,4.7,-0.3,3.97,1805m,1375m,300ha,70ha+,22
2019,14,Mt. Buller,30775,83024,4.2,-2.61,2.51,1805m,1375m,300ha,70ha+,22
2019,15,Mt. Buller,22540,83024,6.06,-0.64,0.51,1805m,1375m,300ha,70ha+,22
2020,1,Mt. Buller,2665,83024,4.4,-0.56,0.11,1805m,1375m,300ha,70ha+,22
2020,2,Mt. Buller,2843,83024,2.41,-0.14,3.94,1805m,1375m,300ha,70ha+,22
2020,3,Mt. Buller,3537,83024,2.26,-2.29,1.2,1805m,1375m,300ha,70ha+,22
2020,4,Mt. Buller,9988,83024,1.26,-2.31,2.66,1805m,1375m,300ha,70ha+,22
2020,5,Mt. Buller,3537,83024,2.27,-0.7,2.46,1805m,1375m,300ha,70ha+,22
2020,6,Mt. Buller,15619,83024,3.83,-2.19,0.71,1805m,1375m,300ha,70ha+,22
2020,7,Mt. Buller,6805,83024,5,0.07,0.54,1805m,1375m,300ha,70ha+,22
2020,8,Mt. Buller,7366,83024,5.81,-0.53,0.14,1805m,1375m,300ha,70ha+,22
2020,9,Mt. Buller,7312,83024,0.8,-4.34,2.46,1805m,1375m,300ha,70ha+,22
2020,10,Mt. Buller,3812,83024,3.23,-0.17,2.63,1805m,1375m,300ha,70ha+,22
2020,11,Mt. Buller,0,83024,-1.06,-3.69,4.46,1805m,1375m,300ha,70ha+,22
2020,12,Mt. Buller,0,83024,2.5,-3.29,3.57,1805m,1375m,300ha,70ha+,22
2020,13,Mt. Buller,0,83024,4.97,-1.1,0.71,1805m,1375m,300ha,70ha+,22
2020,14,Mt. Buller,0,83024,8.94,1.7,1.46,1805m,1375m,300ha,70ha+,22
2020,15,Mt. Buller,0,83024,9.67,1.16,0.54,1805m,1375m,300ha,70ha+,22
2021,1,Mt. Buller,2198,83024,2.79,-1.5,1.63,1805m,1375m,300ha,70ha+,22
2021,2,Mt. Buller,5269,83024,2.63,-1.8,2.09,1805m,1375m,300ha,70ha+,22
2021,3,Mt. Buller,17995,83024,2.8,-1.04,2.54,1805m,1375m,300ha,70ha+,22
2021,4,Mt. Buller,39561,83024,0.53,-2.63,3.11,1805m,1375m,300ha,70ha+,22
2021,5,Mt. Buller,53339,83024,2.13,-2.24,1.57,1805m,1375m,300ha,70ha+,22
2021,6,Mt. Buller,26598,83024,0.39,-2.7,1.23,1805m,1375m,300ha,70ha+,22
2021,7,Mt. Buller,7908,83024,-0.36,-3.97,0.14,1805m,1375m,300ha,70ha+,22
2021,8,Mt. Buller,31619,83024,0.4,-2.9,1,1805m,1375m,300ha,70ha+,22
2021,9,Mt. Buller,25906,83024,1.27,-2.26,1.06,1805m,1375m,300ha,70ha+,22
2021,10,Mt. Buller,16707,83024,1.86,-1.59,2.6,1805m,1375m,300ha,70ha+,22
2021,11,Mt. Buller,15200,83024,2.76,-1.04,2.63,1805m,1375m,300ha,70ha+,22
2021,12,Mt. Buller,5401,83024,1.4,-2.77,2.37,1805m,1375m,300ha,70ha+,22
2021,13,Mt. Buller,3732,83024,6.06,-1.04,0,1805m,1375m,300ha,70ha+,22
2021,14,Mt. Buller,176,83024,6.47,-0.54,0,1805m,1375m,300ha,70ha+,22
2021,15,Mt. Buller,5975,83024,3.61,-1.93,0,1805m,1375m,300ha,70ha+,22
2022,1,Mt. Buller,27665,83024,0.03,-3.2,1.29,1805m,1375m,300ha,70ha+,22
2022,2,Mt. Buller,33328,83024,2.34,-1.06,2.57,1805m,1375m,300ha,70ha+,22
2022,3,Mt. Buller,36352,83024,2.21,-1.97,2.83,1805m,1375m,300ha,70ha+,22
2022,4,Mt. Buller,58192,83024,6.24,-0.24,0,1805m,1375m,300ha,70ha+,22
2022,5,Mt. Buller,65372,83024,0.14,-2.87,2.11,1805m,1375m,300ha,70ha+,22
2022,6,Mt. Buller,49092,83024,0.07,-5.23,3.03,1805m,1375m,300ha,70ha+,22
2022,7,Mt. Buller,49631,83024,2.9,-0.5,3.71,1805m,1375m,300ha,70ha+,22
2022,8,Mt. Buller,50634,83024,1.01,-2.99,1.46,1805m,1375m,300ha,70ha+,22
2022,9,Mt. Buller,40367,83024,1.14,-1.73,5.09,1805m,1375m,300ha,70ha+,22
2022,10,Mt. Buller,44242,83024,2.37,-1.87,2.29,1805m,1375m,300ha,70ha+,22
2022,11,Mt. Buller,43874,83024,0.43,-3.24,3.63,1805m,1375m,300ha,70ha+,22
2022,12,Mt. Buller,44775,83024,5.69,-0.4,1.77,1805m,1375m,300ha,70ha+,22
2022,13,Mt. Buller,30766,83024,3.13,-1.81,1.6,1805m,1375m,300ha,70ha+,22
2022,14,Mt. Buller,21896,83024,1.97,-1.73,4.71,1805m,1375m,300ha,70ha+,22
2022,15,Mt. Buller,19427,83024,2.9,-1.39,3.29,1805m,1375m,300ha,70ha+,22
2023,1,Mt. Buller,10172,83024,1.19,-1.51,1.26,1805m,1375m,300ha,70ha+,22
2023,2,Mt. Buller,12397,83024,-0.34,-3.2,0.43,1805m,1375m,300ha,70ha+,22
2023,3,Mt. Buller,23839,83024,-0.2,-2.59,1.37,1805m,1375m,300ha,70ha+,22
2023,4,Mt. Buller,49596,83024,2.97,-0.9,1.89,1805m,1375m,300ha,70ha+,22
2023,5,Mt. Buller,58139,83024,1.59,-1.44,0.26,1805m,1375m,300ha,70ha+,22
2023,6,Mt. Buller,51039,83024,3.83,-1.57,0.29,1805m,1375m,300ha,70ha+,22
2023,7,Mt. Buller,46314,83024,3.84,-1.63,1.94,1805m,1375m,300ha,70ha+,22
2023,8,Mt. Buller,46474,83024,3.87,0.26,4.23,1805m,1375m,300ha,70ha+,22
2023,9,Mt. Buller,40587,83024,4.86,-0.23,0.34,1805m,1375m,300ha,70ha+,22
2023,10,Mt. Buller,37635,83024,2.1,-2.9,3.57,1805m,1375m,300ha,70ha+,22
2023,11,Mt. Buller,36754,83024,4.7,-0.94,2.66,1805m,1375m,300ha,70ha+,22
2023,12,Mt. Buller,33923,83024,6.57,0.81,1.44,1805m,1375m,300ha,70ha+,22
2023,13,Mt. Buller,18840,83024,7.24,-0.79,3.74,1805m,1375m,300ha,70ha+,22
2023,14,Mt. Buller,9166,83024,4.29,-1.73,0.11,1805m,1375m,300ha,70ha+,22
2023,15,Mt. Buller,6355,83024,4,0.49,0.57,1805m,1375m,300ha,70ha+,22
2024,1,Mt. Buller,5726,83024,3.66,-2.4,3.23,1805m,1375m,300ha,70ha+,22
2024,2,Mt. Buller,8215,83024,2.33,-3.34,0.37,1805m,1375m,300ha,70ha+,22
2024,3,Mt. Buller,11786,83024,1.5,-1.97,1.51,1805m,1375m,300ha,70ha+,22
2024,4,Mt. Buller,24083,83024,2.76,-2.74,2.6,1805m,1375m,300ha,70ha+,22
2024,5,Mt. Buller,50827,83024,2.23,-1.11,3.31,1805m,1375m,300ha,70ha+,22
2024,6,Mt. Buller,53357,83024,-0.4,-3.89,0.77,1805m,1375m,300ha,70ha+,22
2024,7,Mt. Buller,45399,83024,1.49,-2.06,3.09,1805m,1375m,300ha,70ha+,22
2024,8,Mt. Buller,49676,83024,1.83,-3.79,2.49,1805m,1375m,300ha,70ha+,22
2024,9,Mt. Buller,49587,83024,2.03,-1.7,1.17,1805m,1375m,300ha,70ha+,22
2024,10,Mt. Buller,50031,83024,6.13,2.27,1.74,1805m,1375m,300ha,70ha+,22
2024,11,Mt. Buller,43387,83024,4.89,0.83,4.2,1805m,1375m,300ha,70ha+,22
2024,12,Mt. Buller,36668,83024,4.26,0.16,3.29,1805m,1375m,300ha,70ha+,22
2024,13,Mt. Buller,15415,83024,6.1,-0.67,3.77,1805m,1375m,300ha,70ha+,22
2024,14,Mt. Buller,0,83024,5.73,-0.57,1.63,1805m,1375m,300ha,70ha+,22
2024,15,Mt. Buller,0,83024,2.07,-3.19,2.23,1805m,1375m,300ha,70ha+,22
2014,1,Selwyn,1041,72161,6.83,1.57,1.86,1614m,1492m,45ha,36ha,11
2014,2,Selwyn,383,72161,6.71,1.53,2.06,1614m,1492m,45ha,36ha,11
2014,3,Selwyn,597,72161,1.67,-0.86,2.17,1614m,1492m,45ha,36ha,11
2014,4,Selwyn,2877,72161,3.14,-0.76,1.2,1614m,1492m,45ha,36ha,11
2014,5,Selwyn,8588,72161,1.27,-2.26,4.26,1614m,1492m,45ha,36ha,11
2014,6,Selwyn,10682,72161,2.79,-1.61,4.4,1614m,1492m,45ha,36ha,11
2014,7,Selwyn,8180,72161,5.53,0.89,0.71,1614m,1492m,45ha,36ha,11
2014,8,Selwyn,7267,72161,3.37,-1.03,2.11,1614m,1492m,45ha,36ha,11
2014,9,Selwyn,8708,72161,4.71,-0.84,0,1614m,1492m,45ha,36ha,11
2014,10,Selwyn,9133,72161,5.84,-2.29,0.29,1614m,1492m,45ha,36ha,11
2014,11,Selwyn,8968,72161,8.61,1.1,0.86,1614m,1492m,45ha,36ha,11
2014,12,Selwyn,8404,72161,9.06,0.96,0.17,1614m,1492m,45ha,36ha,11
2014,13,Selwyn,6975,72161,8.4,-0.31,0.91,1614m,1492m,45ha,36ha,11
2014,14,Selwyn,4628,72161,8.89,2.27,0.06,1614m,1492m,45ha,36ha,11
2014,15,Selwyn,2566,72161,8.44,1.11,1.37,1614m,1492m,45ha,36ha,11
2015,1,Selwyn,2238,72161,9.03,1.1,0.26,1614m,1492m,45ha,36ha,11
2015,2,Selwyn,1001,72161,5.5,-0.43,3.54,1614m,1492m,45ha,36ha,11
2015,3,Selwyn,1331,72161,8.26,2.23,0.49,1614m,1492m,45ha,36ha,11
2015,4,Selwyn,3211,72161,2.79,-3.36,1.03,1614m,1492m,45ha,36ha,11
2015,5,Selwyn,6658,72161,3.53,-1.53,2.06,1614m,1492m,45ha,36ha,11
2015,6,Selwyn,8112,72161,1.86,-2.36,0.34,1614m,1492m,45ha,36ha,11
2015,7,Selwyn,7373,72161,2.36,-0.07,4.69,1614m,1492m,45ha,36ha,11
2015,8,Selwyn,6601,72161,3.2,-1,0.2,1614m,1492m,45ha,36ha,11
2015,9,Selwyn,7983,72161,1.47,-3.07,0.43,1614m,1492m,45ha,36ha,11
2015,10,Selwyn,9023,72161,2.86,-0.89,1.37,1614m,1492m,45ha,36ha,11
2015,11,Selwyn,9492,72161,7.06,0.64,3.94,1614m,1492m,45ha,36ha,11
2015,12,Selwyn,8436,72161,5.03,-0.43,3.03,1614m,1492m,45ha,36ha,11
2015,13,Selwyn,7256,72161,6.97,-0.13,0.66,1614m,1492m,45ha,36ha,11
2015,14,Selwyn,6011,72161,7.3,-0.19,2.23,1614m,1492m,45ha,36ha,11
2015,15,Selwyn,3722,72161,9.29,0.77,0.49,1614m,1492m,45ha,36ha,11
2016,1,Selwyn,1329,72161,6.36,0.83,1.29,1614m,1492m,45ha,36ha,11
2016,2,Selwyn,764,72161,5.74,2.44,3.86,1614m,1492m,45ha,36ha,11
2016,3,Selwyn,2903,72161,1.44,-2.7,1.31,1614m,1492m,45ha,36ha,11
2016,4,Selwyn,6868,72161,2.76,-1.53,2.94,1614m,1492m,45ha,36ha,11
2016,5,Selwyn,9151,72161,3.17,0.23,1.6,1614m,1492m,45ha,36ha,11
2016,6,Selwyn,8336,72161,7.69,0.8,0.09,1614m,1492m,45ha,36ha,11
2016,7,Selwyn,6817,72161,2.4,-1,2.77,1614m,1492m,45ha,36ha,11
2016,8,Selwyn,7706,72161,2.24,-1.11,1.31,1614m,1492m,45ha,36ha,11
2016,9,Selwyn,8763,72161,4.86,-0.3,1.2,1614m,1492m,45ha,36ha,11
2016,10,Selwyn,8848,72161,5.87,-0.01,0.34,1614m,1492m,45ha,36ha,11
2016,11,Selwyn,8235,72161,4.37,0.03,1.11,1614m,1492m,45ha,36ha,11
2016,12,Selwyn,7678,72161,5.9,-1.19,1.69,1614m,1492m,45ha,36ha,11
2016,13,Selwyn,5307,72161,6.91,0.63,1.46,1614m,1492m,45ha,36ha,11
2016,14,Selwyn,3453,72161,7.87,1.04,0.97,1614m,1492m,45ha,36ha,11
2016,15,Selwyn,2599,72161,6.06,0.69,3.2,1614m,1492m,45ha,36ha,11
2017,1,Selwyn,2569,72161,8.83,2.59,0,1614m,1492m,45ha,36ha,11
2017,2,Selwyn,1236,72161,9.21,2.93,0,1614m,1492m,45ha,36ha,11
2017,3,Selwyn,2180,72161,3.21,-0.79,0.2,1614m,1492m,45ha,36ha,11
2017,4,Selwyn,4933,72161,3.99,-1.09,0.71,1614m,1492m,45ha,36ha,11
2017,5,Selwyn,8953,72161,2.19,-1.66,3.23,1614m,1492m,45ha,36ha,11
2017,6,Selwyn,10860,72161,1.67,-1.43,2.91,1614m,1492m,45ha,36ha,11
2017,7,Selwyn,7768,72161,3.4,-1.24,3.49,1614m,1492m,45ha,36ha,11
2017,8,Selwyn,7398,72161,5.06,-0.63,3.86,1614m,1492m,45ha,36ha,11
2017,9,Selwyn,8341,72161,1.97,-1.41,2.71,1614m,1492m,45ha,36ha,11
2017,10,Selwyn,10099,72161,4.64,1.2,1.03,1614m,1492m,45ha,36ha,11
2017,11,Selwyn,10008,72161,3.29,-2.36,0.69,1614m,1492m,45ha,36ha,11
2017,12,Selwyn,9105,72161,4,-2.96,1.17,1614m,1492m,45ha,36ha,11
2017,13,Selwyn,7230,72161,3.64,-1.03,2.03,1614m,1492m,45ha,36ha,11
2017,14,Selwyn,6867,72161,5.96,-0.64,1.6,1614m,1492m,45ha,36ha,11
2017,15,Selwyn,4847,72161,7.5,-0.33,1.37,1614m,1492m,45ha,36ha,11
2018,1,Selwyn,2060,72161,3.77,0.7,1.89,1614m,1492m,45ha,36ha,11
2018,2,Selwyn,1591,72161,3.23,-1.2,1.17,1614m,1492m,45ha,36ha,11
2018,3,Selwyn,3095,72161,5.34,-0.31,1.14,1614m,1492m,45ha,36ha,11
2018,4,Selwyn,5357,72161,5.46,0.41,0.77,1614m,1492m,45ha,36ha,11
2018,5,Selwyn,10213,72161,2.19,-2.29,0.2,1614m,1492m,45ha,36ha,11
2018,6,Selwyn,12863,72161,2.67,-2.93,1.63,1614m,1492m,45ha,36ha,11
2018,7,Selwyn,8428,72161,2.16,-1.99,1.31,1614m,1492m,45ha,36ha,11
2018,8,Selwyn,7857,72161,4.24,-0.11,2.6,1614m,1492m,45ha,36ha,11
2018,9,Selwyn,9032,72161,3.06,-1.51,1.86,1614m,1492m,45ha,36ha,11
2018,10,Selwyn,9444,72161,2.44,-0.9,1.77,1614m,1492m,45ha,36ha,11
2018,11,Selwyn,9592,72161,1.71,-2.6,1.2,1614m,1492m,45ha,36ha,11
2018,12,Selwyn,9764,72161,5.37,-1.04,0.26,1614m,1492m,45ha,36ha,11
2018,13,Selwyn,7557,72161,6.4,0.04,0.2,1614m,1492m,45ha,36ha,11
2018,14,Selwyn,6454,72161,9.37,1.3,0,1614m,1492m,45ha,36ha,11
2018,15,Selwyn,4262,72161,7.7,-1.29,0.71,1614m,1492m,45ha,36ha,11
2019,1,Selwyn,3472,72161,6.83,3.14,1.26,1614m,1492m,45ha,36ha,11
2019,2,Selwyn,1831,72161,4.39,-1.77,0.34,1614m,1492m,45ha,36ha,11
2019,3,Selwyn,2534,72161,7.64,0.73,0,1614m,1492m,45ha,36ha,11
2019,4,Selwyn,4763,72161,7.06,0.01,0.06,1614m,1492m,45ha,36ha,11
2019,5,Selwyn,9019,72161,2.64,-0.03,2.83,1614m,1492m,45ha,36ha,11
2019,6,Selwyn,9962,72161,2.69,-2.04,1.63,1614m,1492m,45ha,36ha,11
2019,7,Selwyn,8267,72161,6.03,0.23,1.34,1614m,1492m,45ha,36ha,11
2019,8,Selwyn,8107,72161,6.29,0.29,1.31,1614m,1492m,45ha,36ha,11
2019,9,Selwyn,8547,72161,3.01,-2.56,0.77,1614m,1492m,45ha,36ha,11
2019,10,Selwyn,8538,72161,3.99,-2.06,0.46,1614m,1492m,45ha,36ha,11
2019,11,Selwyn,10785,72161,5.01,-1.49,2.29,1614m,1492m,45ha,36ha,11
2019,12,Selwyn,10147,72161,6.76,-1.04,0.03,1614m,1492m,45ha,36ha,11
2019,13,Selwyn,8432,72161,7.14,1.57,1.2,1614m,1492m,45ha,36ha,11
2019,14,Selwyn,7077,72161,6.97,-0.74,2,1614m,1492m,45ha,36ha,11
2019,15,Selwyn,5189,72161,7.21,-0.4,0.14,1614m,1492m,45ha,36ha,11
2020,1,Selwyn,430,72161,6.53,2.56,1.69,1614m,1492m,45ha,36ha,11
2020,2,Selwyn,311,72161,4.86,1.67,2.14,1614m,1492m,45ha,36ha,11
2020,3,Selwyn,334,72161,4.61,-0.27,0.97,1614m,1492m,45ha,36ha,11
2020,4,Selwyn,969,72161,3.99,-0.74,2.57,1614m,1492m,45ha,36ha,11
2020,5,Selwyn,1185,72161,5.44,1.26,0.6,1614m,1492m,45ha,36ha,11
2020,6,Selwyn,1978,72161,5,-0.39,1.77,1614m,1492m,45ha,36ha,11
2020,7,Selwyn,1087,72161,7.14,1.37,1,1614m,1492m,45ha,36ha,11
2020,8,Selwyn,720,72161,7.37,1.84,0.31,1614m,1492m,45ha,36ha,11
2020,9,Selwyn,733,72161,3.96,-1.84,3.63,1614m,1492m,45ha,36ha,11
2020,10,Selwyn,445,72161,5.86,1.69,1.91,1614m,1492m,45ha,36ha,11
2020,11,Selwyn,0,72161,5.94,0.5,4.56,1614m,1492m,45ha,36ha,11
2020,12,Selwyn,0,72161,9.54,2.63,3.29,1614m,1492m,45ha,36ha,11
2020,13,Selwyn,0,72161,8.18,3.72,1.95,1614m,1492m,45ha,36ha,11
2020,14,Selwyn,0,72161,8.91,1.19,2.43,1614m,1492m,45ha,36ha,11
2020,15,Selwyn,0,72161,8.19,0,3.26,1614m,1492m,45ha,36ha,11
2021,1,Selwyn,830,72161,3.74,-0.29,2.43,1614m,1492m,45ha,36ha,11
2021,2,Selwyn,1541,72161,4.63,-0.36,2.51,1614m,1492m,45ha,36ha,11
2021,3,Selwyn,3315,72161,4.76,0.79,1.14,1614m,1492m,45ha,36ha,11
2021,4,Selwyn,6070,72161,3.74,-0.36,3.26,1614m,1492m,45ha,36ha,11
2021,5,Selwyn,8018,72161,5.86,-0.03,1.26,1614m,1492m,45ha,36ha,11
2021,6,Selwyn,3099,72161,1.54,-1.13,3.69,1614m,1492m,45ha,36ha,11
2021,7,Selwyn,1186,72161,1.91,-2.64,5.23,1614m,1492m,45ha,36ha,11
2021,8,Selwyn,4115,72161,3.31,-0.57,3.06,1614m,1492m,45ha,36ha,11
2021,9,Selwyn,3478,72161,3.64,-0.37,1.49,1614m,1492m,45ha,36ha,11
2021,10,Selwyn,2706,72161,4.81,-0.24,0.34,1614m,1492m,45ha,36ha,11
2021,11,Selwyn,2680,72161,7.44,1.73,1.94,1614m,1492m,45ha,36ha,11
2021,12,Selwyn,1102,72161,5.6,-0.61,3.46,1614m,1492m,45ha,36ha,11
2021,13,Selwyn,806,72161,6.23,-0.71,1.6,1614m,1492m,45ha,36ha,11
2021,14,Selwyn,742,72161,6.93,0.73,1.14,1614m,1492m,45ha,36ha,11
2021,15,Selwyn,1282,72161,6.4,0.63,2.03,1614m,1492m,45ha,36ha,11
2022,1,Selwyn,5144,72161,2.47,-2.17,4.57,1614m,1492m,45ha,36ha,11
2022,2,Selwyn,5403,72161,5.06,0.07,3.6,1614m,1492m,45ha,36ha,11
2022,3,Selwyn,5887,72161,3.69,0.1,2,1614m,1492m,45ha,36ha,11
2022,4,Selwyn,9683,72161,3.43,-0.61,0.49,1614m,1492m,45ha,36ha,11
2022,5,Selwyn,10791,72161,3.03,-1.41,1.4,1614m,1492m,45ha,36ha,11
2022,6,Selwyn,9436,72161,2.7,-2.64,2.14,1614m,1492m,45ha,36ha,11
2022,7,Selwyn,9266,72161,5.76,0.67,0.57,1614m,1492m,45ha,36ha,11
2022,8,Selwyn,9018,72161,4.07,-1.33,3.43,1614m,1492m,45ha,36ha,11
2022,9,Selwyn,8602,72161,4.91,0.23,4.69,1614m,1492m,45ha,36ha,11
2022,10,Selwyn,9356,72161,3.9,0,4.17,1614m,1492m,45ha,36ha,11
2022,11,Selwyn,9146,72161,3.39,-0.86,4.66,1614m,1492m,45ha,36ha,11
2022,12,Selwyn,9077,72161,8.06,1.36,2.29,1614m,1492m,45ha,36ha,11
2022,13,Selwyn,6969,72161,8.04,-0.41,0,1614m,1492m,45ha,36ha,11
2022,14,Selwyn,5298,72161,6.24,0.69,3.23,1614m,1492m,45ha,36ha,11
2022,15,Selwyn,4557,72161,6.83,-0.1,1.91,1614m,1492m,45ha,36ha,11
2023,1,Selwyn,1591,72161,4.21,0.39,1.6,1614m,1492m,45ha,36ha,11
2023,2,Selwyn,1932,72161,3.5,-1.07,2.17,1614m,1492m,45ha,36ha,11
2023,3,Selwyn,4120,72161,1.11,-0.96,6.29,1614m,1492m,45ha,36ha,11
2023,4,Selwyn,8400,72161,5.39,0.81,2.14,1614m,1492m,45ha,36ha,11
2023,5,Selwyn,9149,72161,3.71,-0.04,3.46,1614m,1492m,45ha,36ha,11
2023,6,Selwyn,8950,72161,6.64,0.67,0.14,1614m,1492m,45ha,36ha,11
2023,7,Selwyn,8106,72161,7.2,0.34,0.74,1614m,1492m,45ha,36ha,11
2023,8,Selwyn,7770,72161,7.73,2.49,0.83,1614m,1492m,45ha,36ha,11
2023,9,Selwyn,7424,72161,8.03,0.96,0.46,1614m,1492m,45ha,36ha,11
2023,10,Selwyn,7666,72161,6.3,-0.67,1.89,1614m,1492m,45ha,36ha,11
2023,11,Selwyn,7581,72161,6.74,0.44,3.94,1614m,1492m,45ha,36ha,11
2023,12,Selwyn,6278,72161,9.68,2.96,3.37,1614m,1492m,45ha,36ha,11
2023,13,Selwyn,4244,72161,7.14,1.44,0.4,1614m,1492m,45ha,36ha,11
2023,14,Selwyn,2733,72161,4.24,-0.34,2.91,1614m,1492m,45ha,36ha,11
2023,15,Selwyn,1865,72161,4.77,-1.71,0.57,1614m,1492m,45ha,36ha,11
2024,1,Selwyn,990,72161,4.29,-0.39,0.83,1614m,1492m,45ha,36ha,11
2024,2,Selwyn,1264,72161,5.13,-2,0.43,1614m,1492m,45ha,36ha,11
2024,3,Selwyn,1686,72161,4.86,0.4,0.54,1614m,1492m,45ha,36ha,11
2024,4,Selwyn,3662,72161,4.73,-1.51,0.06,1614m,1492m,45ha,36ha,11
2024,5,Selwyn,8563,72161,6.57,1.04,1.4,1614m,1492m,45ha,36ha,11
2024,6,Selwyn,8932,72161,1.01,-2.3,2.86,1614m,1492m,45ha,36ha,11
2024,7,Selwyn,8530,72161,3.81,-0.19,1.49,1614m,1492m,45ha,36ha,11
2024,8,Selwyn,8160,72161,4.09,-3.07,2.23,1614m,1492m,45ha,36ha,11
2024,9,Selwyn,8533,72161,5.46,0.54,0.06,1614m,1492m,45ha,36ha,11
2024,10,Selwyn,7668,72161,8.3,0.8,0.83,1614m,1492m,45ha,36ha,11
2024,11,Selwyn,6859,72161,8.6,2.63,3.2,1614m,1492m,45ha,36ha,11
2024,12,Selwyn,5969,72161,7.24,0.86,0.66,1614m,1492m,45ha,36ha,11
2024,13,Selwyn,3351,72161,6.14,0.77,2.87,1614m,1492m,45ha,36ha,11
2024,14,Selwyn,1177,72161,8.73,0.97,0.06,1614m,1492m,45ha,36ha,11
2024,15,Selwyn,745,72161,5.99,-0.84,3.31,1614m,1492m,45ha,36ha,11
2014,1,Thredbo,5535,71032,4.71,-2,2.91,2037m,1365m,480ha,70ha,14
2014,2,Thredbo,2090,71032,2.66,-1.69,1.14,2037m,1365m,480ha,70ha,14
2014,3,Thredbo,3216,71032,-1.03,-4.11,0.6,2037m,1365m,480ha,70ha,14
2014,4,Thredbo,15497,71032,-1.31,-4.36,0.07,2037m,1365m,480ha,70ha,14
